semana,semana_num,sprint,indice,id,titulo,descricao,tipo,data_ddmmaaaa,hora_hhmm,data_hora_iso,professor,is_instrucao,is_autoestudo,is_atividade_ponderada,parent_instruction_id,parent_instruction_title,anchor_method,anchor_confidence,links_urls,materiais_urls,arquivos_urls,num_links,num_materiais,num_arquivos,record_hash,texto_completo,links,materiais,arquivos
Semana 03,3,2,20,9285f9242ccc4af5992b00aebdc8d47e,"Fácil de usar: como os segredos do design user friendly estão mudando o modo como vivemos, trabalhamos e nos divertimos.",Bruna Mayer Costa,Outros,,,,Bruna Mayer Costa,False,False,False,,,,,,,,0,0,0,125d6b220edf665e50574b95dd9034a11273b3d9,"Fácil de usar: como os segredos do design user friendly estão mudando o modo como vivemos, trabalhamos e nos divertimos.








Bruna Mayer Costa",,,
Semana 03,3,2,21,d7894481dc1b414b8407efc041880836,Análise e Desenvolvimento de Sistemas de Recomendação de Vestuário com Dados da ModCloth,"Nota: 10.0








Ovidio Lopes da Cruz Netto

Atividade ponderada",Atividade,,,,,False,False,True,4d1aaac6676043d1a1ffda79feffe4e3,Tópicos de BD: Stored Procedures e Functions,"sim=0.12,prev_prox=0.50",medium,,,,0,0,0,67bd9cb0ad7477d9cb3d34cfa9d11ad493f9b59f,"Análise e Desenvolvimento de Sistemas de Recomendação de Vestuário com Dados da ModCloth

Nota: 10.0








Ovidio Lopes da Cruz Netto

Atividade ponderada",,,
Semana 03,3,2,22,770f2dbf8ce143b684c657cbd6edb73d,What is Mobile First Design?,"Nota: 10.0








Bruna Mayer Costa

Atividade ponderada",Atividade,,,,Bruna Mayer Costa,False,False,True,ab467695cd784b468e9b9ae71fb895ac,Fundamentos de comunicação e interface aplicados à computação e sistemas móveis,"professor,sim=0.00,prev_prox=0.00",high,,,,0,0,0,b1d9caf989c0135f5a3f01a7965fb828662c3038,"What is Mobile First Design?

Nota: 10.0








Bruna Mayer Costa

Atividade ponderada",,,
Semana 03,3,2,23,697cba84e6f445cbbe31c03d07016557,Questão Ponderada: Singular Value Decomposition,"Nota: 0.0








Luciano Galdino

Atividade ponderada",Atividade,,,,Luciano Galdino,False,False,True,7584afda18fe463486450e10158d924b,"Decomposição em Valores Singulares (SVD): Entendendo através da teoria de matrizes, autovalores e autovetores","professor,sim=0.00,prev_prox=0.00",high,,,,0,0,0,b8188d740650d69d65f0b22507a9f160b8128257,"Questão Ponderada: Singular Value Decomposition

Nota: 0.0








Luciano Galdino

Atividade ponderada",,,
Semana 04,4,2,1,eec074faad524a00851975644ae1d328,Arquitetura Geral e Orientada a Serviços (SOA) e a perspectiva de requisitos não funcionais,"12/05/2025 - 14:00h








Ovidio Lopes da Cruz Netto",Outros,12/05/2025,14:00,2025-05-12T14:00:00-03:00,,True,False,False,,,,,,,,0,0,0,e5fd00c9b5ebe04e604547a4c7bd2e71fa32c85d,"Arquitetura Geral e Orientada a Serviços (SOA) e a perspectiva de requisitos não funcionais








12/05/2025 - 14:00h








Ovidio Lopes da Cruz Netto",,,
Semana 04,4,2,2,2faee3c7bf47443598b271692248a457,Exemplo de um diagrama de arquitetura SOA de componentes,Ovidio Lopes da Cruz Netto,Outros,,,,,False,False,False,,,,,,,,0,0,0,7a719865f8756593d7112f3abad4f15e4c63ebe4,"Exemplo de um diagrama de arquitetura SOA de componentes








Ovidio Lopes da Cruz Netto",,,
Semana 04,4,2,3,8559de005160463bbe02bace7ff395be,Exemplo de um diagrama de arquitetura SOA em UML,Ovidio Lopes da Cruz Netto,Outros,,,,,False,False,False,,,,,,,,0,0,0,813278f216eceddd2d6c0103b9c86eabee013781,"Exemplo de um diagrama de arquitetura SOA em UML








Ovidio Lopes da Cruz Netto",,,
Semana 04,4,2,4,41d90b739bd94540929ef37afe1979ef,Arquitetura de Referencia SOA - TOGAF,Ovidio Lopes da Cruz Netto,Outros,,,,,False,False,False,,,,,,,,0,0,0,f368dda4f08723074aad1c05767cc33dec87a71d,"Arquitetura de Referencia SOA - TOGAF








Ovidio Lopes da Cruz Netto",,,
Semana 04,4,2,5,8d4af0a31a0f4d9592b79c2d294294b1,Requisitos não funcionais no contexto de SOA,Ovidio Lopes da Cruz Netto,Outros,,,,,False,False,False,,,,,,,,0,0,0,b0697fdf4cc8dd0d57df6a9609507d6036d6089f,"Requisitos não funcionais no contexto de SOA








Ovidio Lopes da Cruz Netto",,,
Semana 04,4,2,6,c15c3b62b8fa4337969cc36e9ae58308,Criando Diagramas - StarUML,Ovidio Lopes da Cruz Netto,Outros,,,,,False,False,False,,,,,,,,0,0,0,f1239a27995077f91398891cfbcf91cfd9a719b7,"Criando Diagramas - StarUML








Ovidio Lopes da Cruz Netto",,,
Semana 04,4,2,7,1013d106be7a49d3a59021cf90714ed9,Norma ISO 25010,Ovidio Lopes da Cruz Netto,Outros,,,,,False,False,False,,,,,,,,0,0,0,417fca7c80a657d41efb18fc3b9f03ee85398ed7,"Norma ISO 25010








Ovidio Lopes da Cruz Netto",,,
Semana 04,4,2,8,52c832acf08f4ccba2370f4a2a935842,Arquitetura Orientada a Serviços - Visão da IBM,Ovidio Lopes da Cruz Netto,Outros,,,,,False,False,False,,,,,,,,0,0,0,6114e37179420c923b112b899025daa0eecbc6c4,"Arquitetura Orientada a Serviços - Visão da IBM








Ovidio Lopes da Cruz Netto",,,
Semana 04,4,2,9,fa37a5fbcd6949478c7beea70ac67e7d,Arquitetura Orientada a Serviços - Visão da Microsoft,Ovidio Lopes da Cruz Netto,Outros,,,,,False,False,False,,,,,,,,0,0,0,9fe5eb30373dc54b214afb154aee40e6c080b429,"Arquitetura Orientada a Serviços - Visão da Microsoft








Ovidio Lopes da Cruz Netto",,,
Semana 04,4,2,10,e08a5f2c73e44deebca70266a7109e4a,Arquitetura Orientada a Serviços - Visão da AWS,Ovidio Lopes da Cruz Netto,Outros,,,,,False,False,False,,,,,,,,0,0,0,74c431947faa87233f3a654cd2a55abbba688c48,"Arquitetura Orientada a Serviços - Visão da AWS








Ovidio Lopes da Cruz Netto",,,
